product_key,product_code,product_name,category_key,brand_key,unit,color,size,storage,weight_gram,cost_price,selling_price,tax_percent,status,is_active
834,PRD000834,Indofood Indomie Soto,7,26,box,,,,764,88000,99200,0,Active,True
835,PRD000835,Joyko Stapler,17,56,pcs,,,,23,46600,67100,11,Active,True
836,PRD000836,Joyko Notebook,17,56,box,,,,101,52800,74500,11,Discontinued,False
837,PRD000837,Bantex Document Tray,24,74,pcs,,,,3991,298300,424500,11,Active,True
838,PRD000838,Uniqlo Chino Pants Pink,11,41,pcs,Pink,L,,365,1128900,1698600,11,Active,True
839,PRD000839,Hasbro Play-Doh,25,78,pcs,,,,358,1024500,1576300,11,Active,True
840,PRD000840,Midea Air Conditioner,4,18,pcs,,,,7944,5118400,6165500,11,Active,True
841,PRD000841,Erlangga Math Book,16,54,pcs,,,,866,121200,148900,0,Active,True
842,PRD000842,Dell Alienware M18 Gold 64GB,2,6,pcs,Gold,,64GB,3068,7478800,8965500,11,Active,True
843,PRD000843,UGREEN 65W Charger Pink,23,73,pcs,Pink,,,575,176900,248100,11,Active,True
844,PRD000844,Anker Nano Charger Gray,23,71,pcs,Gray,,,228,198400,304200,11,Active,True
845,PRD000845,OPPO A5 Pro Pink 64GB,3,14,pcs,Pink,,64GB,196,6783500,7847500,11,Active,True
846,PRD000846,Blackmores Vitamin C,9,32,box,,,,430,267800,336600,11,Active,True
847,PRD000847,Bosch Brake Pad,18,57,pcs,,,,3652,1535000,1953000,11,Active,True
848,PRD000848,Tupperware Eco Bottle,6,23,set,,,,2235,300600,397800,11,Active,True
849,PRD000849,Apple AirPods Pro Pink 64GB,3,11,pcs,Pink,,64GB,157,14314600,15684200,11,Active,True
850,PRD000850,Hasbro Play-Doh,25,78,pcs,,,,2779,999300,1517400,11,Active,True
851,PRD000851,Maspion Cooking Pot,6,25,pcs,,,,2475,705100,994800,11,Active,True
852,PRD000852,The North Face Summit Jacket Black,15,52,pcs,Black,50L,,5263,2594700,3708900,11,Active,True
853,PRD000853,Mayora Kopiko,7,27,pack,,,,766,52500,62400,0,Active,True
854,PRD000854,Sony Alpha A7 IV White,1,3,pcs,White,,,584,674100,815700,11,Active,True
855,PRD000855,Emina Lip Tint,10,37,pcs,,,,352,242300,339400,11,Active,True
856,PRD000856,Make Over Powerstay Foundation,10,36,pcs,,,,244,229000,355800,11,Active,True
857,PRD000857,Coca-Cola Coca-Cola 330ml,8,29,bottle,,,,413,16600,20700,11,Active,True
858,PRD000858,Zara Slim Blazer Red,12,42,pcs,Red,M,,133,213200,330400,11,Active,True
859,PRD000859,Tupperware Eco Bottle,6,23,set,,,,1314,324300,405800,11,Active,True
860,PRD000860,Erlangga Math Book,16,54,pcs,,,,1025,195500,235800,0,Active,True
861,PRD000861,Anker Nano Charger Green,23,71,pcs,Green,,,788,510400,683700,11,Active,True
862,PRD000862,Shell Helix HX7,18,58,pcs,,,,6429,1790800,2341600,11,Active,True
863,PRD000863,Gramedia Workbook,16,53,pcs,,,,899,72500,96100,0,Active,True
864,PRD000864,GarudaFood Gery,7,28,box,,,,637,83800,95000,0,Active,True
865,PRD000865,Mayora Roma Biscuit,7,27,pcs,,,,974,79900,95000,0,Active,True
866,PRD000866,Maspion Pressure Cooker,6,25,pcs,,,,4040,300600,384500,11,Active,True
867,PRD000867,Puma Suede Classic Blue,14,49,pcs,Blue,S,,2169,2991600,4013300,11,Active,True
868,PRD000868,Roland FP-30X,22,69,pcs,,,,8209,9409500,11084300,11,Active,True
869,PRD000869,Carter's Baby Set White,13,45,pcs,White,XS,,337,569200,807700,11,Active,True
870,PRD000870,Deli Stapler,24,75,pcs,,,,1810,36400,51400,11,Active,True
871,PRD000871,Wardah Perfect Bright,10,35,bottle,,,,108,386800,528900,11,Active,True
872,PRD000872,Carter's Baby Set Blue,13,45,pcs,Blue,S,,463,853600,1176700,11,Active,True
873,PRD000873,Mayora Roma Biscuit,7,27,box,,,,374,76700,86800,0,Active,True
874,PRD000874,Panasonic Lumix G100 Red,1,4,pcs,Red,,,4991,2409500,3052900,11,Active,True
875,PRD000875,Bosch Brake Pad,18,57,pcs,,,,3092,3194100,4175500,11,Active,True
876,PRD000876,LG NeoChef Microwave Pink,1,2,pcs,Pink,,,1038,6239600,8103300,11,Active,True
877,PRD000877,Coca-Cola Coca-Cola 330ml,8,29,pack,,,,306,10100,12100,11,Active,True
878,PRD000878,Samsung Galaxy Watch7 Red 512GB,3,12,pcs,Red,,512GB,210,3456600,3748900,11,Active,True
879,PRD000879,LEGO Creator,25,76,pcs,,,,1447,291200,402100,11,Active,True
880,PRD000880,Baseus GaN Charger White,23,72,pcs,White,,,236,1505100,2169400,11,Active,True
881,PRD000881,Bantex Lever Arch File,24,74,pcs,,,,745,350500,487600,11,Active,True
882,PRD000882,Carter's Baby Romper Pink,13,45,pcs,Pink,XXL,,225,191100,278700,11,Active,True
883,PRD000883,The North Face Base Camp Duffel Blue,15,52,pcs,Blue,30L,,514,3218700,4216900,11,Active,True
884,PRD000884,Panasonic Lumix G100 Blue,1,4,pcs,Blue,,,2018,5999100,7775200,11,Active,True
885,PRD000885,Carter's Baby Pajamas White,13,45,pcs,White,XS,,318,649600,902400,11,Active,True
886,PRD000886,Roland FP-30X,22,69,pcs,,,,7039,450500,545000,11,Active,True
887,PRD000887,Casio WK-6600,22,70,pcs,,,,13109,2271500,2864100,11,Active,True
888,PRD000888,Bantex Document Tray,24,74,pcs,,,,401,34000,43200,11,Active,True
889,PRD000889,Erlangga Math Book,16,54,pcs,,,,756,163600,199400,0,Active,True
890,PRD000890,MamyPoko Pants Standard,20,63,pack,,,,411,138300,176700,11,Active,True
891,PRD000891,Mattel Barbie,25,77,pcs,,,,799,492500,661800,11,Discontinued,False
892,PRD000892,Cussons Baby Baby Powder,20,64,pcs,,,,1765,1269400,1727000,11,Active,True
893,PRD000893,Whiskas Wet Food,19,60,kg,,,,399,104900,136200,11,Active,True
894,PRD000894,Panasonic Rice Cooker SR Silver,1,4,pcs,Silver,,,2253,7052800,8457800,11,Active,True
895,PRD000895,LEGO Classic,25,76,box,,,,4175,877000,1236600,11,Active,True
896,PRD000896,Deli Calculator,24,75,pcs,,,,1577,287900,397200,11,Active,True
897,PRD000897,Samsung Galaxy S25 Ultra Silver,1,1,pcs,Silver,,,3666,6748000,8700800,11,Active,True
898,PRD000898,Informa Office Desk Black,5,21,pcs,Black,Small,,30675,5517900,6654500,11,Active,True
899,PRD000899,Joyko Stapler,17,56,pcs,,,,108,14500,20500,11,Active,True
900,PRD000900,Faber Castell 2B Pencil,17,55,box,,,,263,48700,67000,11,Active,True
901,PRD000901,LEGO Creator,25,76,pcs,,,,4444,1143800,1742900,11,Active,True
902,PRD000902,Nike Court Vision Black,11,39,pcs,Black,XXL,,100,1699300,2329100,11,Active,True
903,PRD000903,Apple iPhone 16 Pro Black 1TB,3,11,pcs,Black,,1TB,161,15345000,17974900,11,Active,True
904,PRD000904,Wardah Perfect Bright,10,35,pcs,,,,245,544500,725200,11,Active,True
905,PRD000905,Indofood Pop Mie,7,26,pcs,,,,357,80700,95300,0,Active,True
906,PRD000906,Mayora Roma Biscuit,7,27,pcs,,,,707,16000,18100,0,Active,True
907,PRD000907,Midea Air Conditioner,4,18,pcs,,,,9545,4873100,5677800,11,Active,True
908,PRD000908,Anker PowerCore 10000 Silver,23,71,pcs,Silver,,,747,1445600,1968700,11,Active,True
909,PRD000909,Mothercare Baby Blanket Black,13,46,pcs,Black,M,,235,980300,1440500,11,Active,True
910,PRD000910,Apple AirPods Pro Black 1TB,3,11,pcs,Black,,1TB,206,6130800,6896500,11,Active,True
911,PRD000911,IKEA BILLY Bookcase Purple,5,20,pcs,Purple,Small,,21614,3725400,4695700,11,Active,True
912,PRD000912,LG DualCool AC Gray,1,2,pcs,Gray,,,4371,4867800,6111200,11,Active,True
913,PRD000913,Uniqlo Chino Pants White,12,44,pcs,White,XXL,,394,2136800,2961200,11,Active,True
914,PRD000914,Castrol Magnatec,18,59,pcs,,,,2901,1471800,1787400,11,Active,True
915,PRD000915,Olympic Kitchen Cabinet Green,5,22,pcs,Green,Medium,,19521,1664300,2088900,11,Active,True
916,PRD000916,Nestle KitKat,8,31,box,,,,1883,42900,49700,11,Active,True
917,PRD000917,Pampers Pants,20,62,pcs,,,,2855,91500,118900,11,Active,True
918,PRD000918,Eiger Adventure Jacket White,15,50,pcs,White,30L,,2222,3427800,4722700,11,Active,True
919,PRD000919,Anker Nano Charger White,23,71,pcs,White,,,309,1726500,2632200,11,Active,True
920,PRD000920,Shell Brake Fluid,18,58,pcs,,,,2464,1073300,1339600,11,Active,True
921,PRD000921,Faber Castell Color Pencil,17,55,pcs,,,,229,22800,33000,11,Active,True
922,PRD000922,Baseus USB-C Hub Black,23,72,pcs,Black,,,292,735200,1104400,11,Discontinued,False
923,PRD000923,Emina Lip Tint,10,37,bottle,,,,362,124600,179700,11,Active,True
924,PRD000924,Deli Stapler,24,75,pcs,,,,651,104100,148500,11,Active,True
925,PRD000925,Kalbe Fatigon,9,34,bottle,,,,134,305000,413200,11,Active,True
926,PRD000926,Roland FP-30X,22,69,pcs,,,,14842,9183000,11559300,11,Active,True
927,PRD000927,SteelSeries Apex Pro Silver 256GB,21,67,pcs,Silver,,256GB,2641,7273200,9451900,11,Active,True
928,PRD000928,Royal Canin Indoor,19,61,kg,,,,995,559800,771600,11,Active,True
929,PRD000929,Tupperware Storage Set,6,23,set,,,,3936,581500,782900,11,Active,True
930,PRD000930,Tupperware Storage Set,6,23,set,,,,4510,668600,919100,11,Active,True
931,PRD000931,Electrolux Vacuum Cleaner,4,17,pcs,,,,5402,5516100,6627200,11,Active,True
932,PRD000932,Anker Nano Charger Gold,23,71,pcs,Gold,,,247,364600,500400,11,Active,True
933,PRD000933,Electrolux Vacuum Cleaner,4,17,pcs,,,,8254,1148800,1390200,11,Active,True
934,PRD000934,Casio PX-S1100,22,70,pcs,,,,14821,6591700,8295900,11,Active,True
935,PRD000935,vivo Y300 Pink 256GB,3,15,pcs,Pink,,256GB,265,9842000,11513100,11,Active,True
936,PRD000936,Bosch Spark Plug,18,57,pcs,,,,7999,2653500,3185600,11,Active,True
937,PRD000937,LG DualCool AC Green,1,2,pcs,Green,,,4441,7147700,8335200,11,Active,True
938,PRD000938,Whiskas Wet Food,19,60,pcs,,,,1905,321400,441900,11,Active,True
939,PRD000939,Mothercare Baby Shoes White,13,46,pcs,White,M,,354,847100,1142100,11,Active,True
940,PRD000940,Uniqlo Ultra Light Down Green,11,41,pcs,Green,S,,839,999100,1504400,11,Active,True
941,PRD000941,Indofood Indomie Goreng,7,26,pack,,,,644,76600,85800,0,Active,True
942,PRD000942,Castrol EDGE,18,59,pcs,,,,7447,1003800,1331900,11,Active,True
943,PRD000943,IKEA MALM Bed Gold,5,20,pcs,Gold,Medium,,56576,4242800,5332300,11,Active,True
944,PRD000944,H&M Regular Jeans Blue,12,43,pcs,Blue,M,,749,395100,541400,11,Active,True
945,PRD000945,Gramedia Dictionary,16,53,pcs,,,,1432,168600,215900,0,Active,True
946,PRD000946,Indofood Pop Mie,7,26,box,,,,263,6900,7800,0,Active,True
947,PRD000947,Logitech MX Master 3 Red 256GB,21,66,pcs,Red,,256GB,1918,4736400,6027500,11,Active,True
948,PRD000948,The North Face Base Camp Duffel Gold,15,52,pcs,Gold,20L,,5020,2475500,3518400,11,Active,True
949,PRD000949,Uniqlo Ultra Light Down Purple,11,41,pcs,Purple,XXL,,725,1071800,1673800,11,Active,True
950,PRD000950,Nestle KitKat,8,31,pack,,,,1953,40900,47400,11,Active,True
951,PRD000951,Roland TD-07,22,69,pcs,,,,13459,3580800,4538800,11,Active,True
952,PRD000952,Gramedia Dictionary,16,53,pcs,,,,1490,138600,168600,0,Active,True
953,PRD000953,Tupperware Storage Set,6,23,set,,,,2812,709100,951300,11,Active,True
954,PRD000954,Acer Predator Helios Silver 64GB,2,10,pcs,Silver,,64GB,2507,11617900,13620000,11,Active,True
955,PRD000955,Whiskas Adult Tuna,19,60,pcs,,,,1100,449600,550100,11,Active,True
956,PRD000956,Adidas Superstar Blue,11,40,pcs,Blue,XXL,,913,1848900,2733600,11,Active,True
957,PRD000957,Mothercare Baby Shoes Gold,13,46,pcs,Gold,XXL,,484,315700,440400,11,Active,True
958,PRD000958,Whiskas Kitten Ocean Fish,19,60,pack,,,,2316,616800,831400,11,Active,True
959,PRD000959,Yamaha P-145,22,68,pcs,,,,7267,4514000,5572500,11,Active,True
960,PRD000960,Anker Soundcore R50i Gold,23,71,pcs,Gold,,,337,1660500,2225100,11,Active,True
961,PRD000961,Acer Swift Go Gold 512GB,2,10,pcs,Gold,,512GB,2607,4240400,5066900,11,Active,True
962,PRD000962,Bantex Document Tray,24,74,pcs,,,,3259,107600,143000,11,Active,True
963,PRD000963,ASUS TUF A15 White 128GB,2,9,pcs,White,,128GB,1503,19861800,22161900,11,Discontinued,False
964,PRD000964,Bantex Lever Arch File,24,74,pcs,,,,1365,101400,133300,11,Active,True
965,PRD000965,Consina Sleeping Bag Black,15,51,pcs,Black,30L,,4087,2419000,3263900,11,Active,True
966,PRD000966,UGREEN 65W Charger Gold,23,73,pcs,Gold,,,346,787500,1229000,11,Active,True
967,PRD000967,Make Over Lip Cream,10,36,bottle,,,,383,69800,108500,11,Active,True
968,PRD000968,Casio PX-S1100,22,70,pcs,,,,4362,6913300,8850300,11,Active,True
969,PRD000969,Puma RS-X Red,14,49,pcs,Red,L,,2734,666200,836000,11,Active,True
970,PRD000970,Entrasol Platinum,9,33,bottle,,,,401,344100,436500,11,Active,True
971,PRD000971,Wardah Lightening Serum,10,35,pcs,,,,394,85200,122300,11,Active,True
972,PRD000972,Tupperware Storage Set,6,23,pcs,,,,458,757900,967800,11,Active,True
973,PRD000973,Royal Canin Persian,19,61,pcs,,,,2729,714600,989200,11,Active,True
974,PRD000974,Deli Calculator,24,75,pcs,,,,897,297900,415600,11,Active,True
975,PRD000975,Emina Lip Tint,10,37,bottle,,,,253,81600,115300,11,Active,True
976,PRD000976,Deli Paper Cutter,24,75,pcs,,,,558,245900,329500,11,Active,True
977,PRD000977,Consina Tracking Pole Blue,15,51,pcs,Blue,50L,,2468,2014700,2723800,11,Active,True
978,PRD000978,Adidas Stan Smith Black,11,40,pcs,Black,XXL,,517,954300,1391100,11,Active,True
979,PRD000979,Casio PX-S1100,22,70,pcs,,,,9594,8346900,9816000,11,Active,True
980,PRD000980,Electrolux Vacuum Cleaner,4,17,pcs,,,,2627,622600,760400,11,Active,True
981,PRD000981,Deli Stapler,24,75,pcs,,,,284,60800,84500,11,Active,True
982,PRD000982,Yamaha F310,22,68,pcs,,,,2709,9061300,11609100,11,Active,True
983,PRD000983,Bosch Spark Plug,18,57,pcs,,,,7865,3330000,4381400,11,Active,True
984,PRD000984,Make Over Powerstay Foundation,10,36,pcs,,,,296,369000,575200,11,Active,True
985,PRD000985,Tupperware Eco Bottle,6,23,set,,,,2357,700400,994100,11,Active,True
986,PRD000986,Shell Advance AX7,18,58,pcs,,,,2335,1351700,1724600,11,Active,True
987,PRD000987,Entrasol Platinum,9,33,bottle,,,,485,343200,416100,11,Active,True
988,PRD000988,Mothercare Baby Shoes Purple,13,46,pcs,Purple,XXL,,132,676400,991700,11,Active,True
989,PRD000989,Roland GO Keys,22,69,pcs,,,,11725,5733200,7374900,11,Active,True
990,PRD000990,Royal Canin Persian,19,61,kg,,,,968,173500,227700,11,Active,True
991,PRD000991,Wardah Hydrating Toner,10,35,pcs,,,,187,311200,471700,11,Active,True
992,PRD000992,Gramedia Dictionary,16,53,pcs,,,,320,32900,43800,0,Active,True
993,PRD000993,GarudaFood Gery,7,28,pack,,,,106,39000,46000,0,Active,True
994,PRD000994,Royal Canin Mini Adult,19,61,pcs,,,,3152,345500,480900,11,Active,True
995,PRD000995,Acer Predator Helios Red 1TB,2,10,pcs,Red,,1TB,3410,13401700,15280200,11,Active,True
996,PRD000996,Baseus USB-C Hub Gray,23,72,pcs,Gray,,,756,1635400,2286100,11,Active,True
997,PRD000997,Faber Castell 2B Pencil,17,55,pcs,,,,50,60600,83100,11,Active,True
998,PRD000998,Sony PlayStation 5 Gold,1,3,pcs,Gold,,,2746,1548400,1803700,11,Active,True
999,PRD000999,Philips Rice Cooker HD,4,16,pcs,,,,3090,1144800,1337600,11,Active,True
1000,PRD001000,Hasbro Monopoly,25,78,pcs,,,,852,1412100,1958300,11,Active,True
